FOODID,FOODNAME_y,CA,CAROTENS,FE,FIBC,FOL,JODI,K,MG,NIAEQ,P,RIBF,SE,THIA,VITA,VITB12,VITC,VITD,VITE,VITK,VITPYRID,ZN,Calsium,Carotenoids,Iron,Fiber,Folate,Iodine,Kalium,Magnesium,Niacin,Phosphorus,Riboflavin,Selenium,Thiamin,Vitamin A,Vitamin B12,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Vitamin B6,Zinc
35602,BLACK CROWBERRY,5.1,0.0,0.31,9.5,0.0,0.0,100.0,4.4,0.0,8.1,0.0,10.0,0.0,0.0,0.0,8.97,0.0,0.0,0.0,0.0,0.08,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35605,"DANDELION, BUD AND LEAF, AVERAGE",92.5,3169.0,1.2,7.95,13.5,0.0,595.0,46.5,0.403,63.5,0.13,10.0,0.095,252.984,0.0,32.05,0.0,1.72,0.0,0.13,0.49,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35606,ANGELICA,246.0,0.0,0.73,8.6,0.0,0.0,838.0,33.0,0.0,87.0,0.0,0.5,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.38,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35607,YARROW,296.0,0.0,1.4,12.0,0.0,0.0,864.0,69.0,0.0,92.0,0.0,0.5,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,1.3,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35608,"HORN OF PLENTY, DRIED",19.5,0.0,2.9,38.0,0.0,1.0,4650.0,77.3,0.0,302.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
35611,"PINE BOLETE, FROZEN",0.5,0.0,0.11,2.0,29.5,1.0,122.0,2.0,8.407,23.8,0.353,200.0,0.138,0.0,0.06,0.25,0.0,0.0,0.3,0.18,0.57,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
35615,JUNIPER BERRY,165.0,0.0,1.68,45.0,0.0,0.0,816.0,46.9,0.0,76.4,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35616,"NETTLE, LEAF, DRIED",2830.0,0.0,6.7,31.0,0.0,14.29,2530.0,450.0,0.0,450.0,0.0,3000.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,2.4,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
35623,"BEAN, BROAD BEAN, FAVA BEAN, DRIED, BOILED WITHOUT SALT",36.0,9.0,1.49,5.4,103.0,0.0,266.0,43.0,1.909,124.0,0.088,2.6,0.096,0.75,0.0,0.3,0.0,0.02,2.9,0.072,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35635,"BEAN, BLACK BEAN, TURTLE BEAN, DRIED",160.0,10.2,8.7,15.5,444.0,0.0,1500.0,160.0,6.163,440.0,0.193,3.2,0.9,0.847,0.0,0.0,0.0,0.21,5.6,0.286,2.2,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
35638,"BEAN, BLACK BEAN, TURTLE BEAN, IN BRINE, CANNED",35.0,2.4,1.9,6.9,61.0,0.0,308.0,35.0,1.822,108.0,0.12,1.3,0.14,0.199,0.0,2.7,0.0,0.62,0.0,0.055,0.54,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
